FRAME_NUMBER,TIME_FPS,TIME_PROCESS,TIME_PHYSICS_PROCESS,MEMORY_STATIC,MEMORY_DYNAMIC,MEMORY_STATIC_MAX,MEMORY_DYNAMIC_MAX,MEMORY_MESSAGE_BUFFER_MAX,OBJECT_COUNT,OBJECT_RESOURCE_COUNT,OBJECT_NODE_COUNT,OBJECT_ORPHAN_NODE_COUNT,RENDER_OBJECTS_IN_FRAME,RENDER_VERTICES_IN_FRAME,RENDER_MATERIAL_CHANGES_IN_FRAME,RENDER_SHADER_CHANGES_IN_FRAME,RENDER_SURFACE_CHANGES_IN_FRAME,RENDER_DRAW_CALLS_IN_FRAME,RENDER_2D_ITEMS_IN_FRAME,RENDER_2D_DRAW_CALLS_IN_FRAME,RENDER_VIDEO_MEM_USED,RENDER_TEXTURE_MEM_USED,RENDER_VERTEX_MEM_USED,RENDER_USAGE_VIDEO_MEM_TOTAL,PHYSICS_2D_ACTIVE_OBJECTS,PHYSICS_2D_COLLISION_PAIRS,PHYSICS_2D_ISLAND_COUNT,PHYSICS_3D_ACTIVE_OBJECTS,PHYSICS_3D_COLLISION_PAIRS,PHYSICS_3D_ISLAND_COUNT,AUDIO_OUTPUT_LATENCY,
1834,60,0,0,52789384,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1835,60,0,0,52789440,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1836,60,0,0,52797896,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1837,60,0,0,52798320,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1838,60,0,0,52797880,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1839,60,0,0,52791160,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1840,60,0,0,52791344,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1841,60,0,0,52791792,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1842,60,0,0,52797176,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1843,60,0,0,52797344,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1844,60,0,0,52797784,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1845,60,0,0,52813048,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1846,60,0,0,52814184,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1847,60,0,0,52813432,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1848,60,0,0,52809920,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1849,60,0,0,52793672,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1850,60,0,0,52793720,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1851,60,0,0,52794360,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1852,60,0,0,52793352,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1853,60,0,0,52794232,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,23,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1854,60,0,0,52801080,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1855,60,0,0,52801080,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,34,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1856,60,0,0,52795680,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1857,60,0,0,52795240,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1858,60,0,0,52795368,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1859,60,0,0,52794672,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1860,60,0,0,52788336,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1861,60,0,0,52787896,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1862,60,0,0,52787768,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1863,60,0,0,52788776,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1864,60,0,0,52788392,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1865,60,0,0,52789336,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1866,60,0,0,52788832,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1867,60,0,0,52797992,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1868,60,0,0,52797112,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,33,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1869,60,0,0,52791184,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,35,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1870,60,0,0,52785328,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,21,35,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1871,60,0,0,52784888,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1872,60,0,0,52785200,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,36,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1873,60,0,0,52779688,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,37,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1874,60,0,0,52779560,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,37,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1875,60,0,0,52780696,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,37,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1876,60,0,0,52780008,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,37,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1877,60,0,0,52773096,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,37,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1878,60,0,0,52772464,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,37,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1879,60,0,0,52775224,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,37,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1880,60,0,0,52776104,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,22,37,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1881,60,0,0,52774904,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,35,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1882,60,0,0,52775912,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,35,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1883,60,0,0,52777288,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,35,11253764,11253764,0,0,9,13328,9,0,0,0,0,
1884,60,0,0,52780288,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,35,11253764,11253764,0,0,9,13327,9,0,0,0,0,
1885,60,0,0,52791848,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,35,11253764,11253764,0,0,9,13328,9,0,0,0,0,
1886,60,0,0,52789520,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,35,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1887,60,0,0,52788768,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13321,9,0,0,0,0,
1888,60,0,0,52788952,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1889,60,0,0,52789504,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1890,60,0,0,52783872,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1891,60,0,0,52790072,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1892,60,0,0,52781552,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1893,60,0,0,52780728,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1894,60,0,0,52783440,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13329,9,0,0,0,0,
1895,60,0,0,52791728,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13327,9,0,0,0,0,
1896,60,0,0,52791096,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1897,60,0,0,52788768,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13321,9,0,0,0,0,
1898,60,0,0,52788768,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,33,11253764,11253764,0,0,9,13321,9,0,0,0,0,
1899,60,0,0,52789776,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1900,60,0,0,52795328,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1901,60,0,0,52830072,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1902,60,0,0,52826088,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1903,60,0,0,52825584,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1904,60,0,0,52825968,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1905,60,0,0,52824960,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1906,60,0,0,52795904,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1907,60,0,0,52785664,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13321,9,0,0,0,0,
1908,60,0,0,52787552,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1909,60,0,0,52801432,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1910,60,0,0,52801304,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1911,60,0,0,52790128,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1912,60,0,0,52790136,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1913,60,0,0,52790960,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1914,60,0,0,52790752,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1915,60,0,0,52789808,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13323,8,0,0,0,0,
1916,60,0,0,52788624,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13320,8,0,0,0,0,
1917,60,0,0,52789056,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13321,8,0,0,0,0,
1918,60,0,0,52789128,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13321,8,0,0,0,0,
1919,60,0,0,52798816,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1920,60,0,0,52800296,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13330,9,0,0,0,0,
1921,60,0,0,52798832,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13327,8,0,0,0,0,
1922,60,0,0,52798008,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13326,8,0,0,0,0,
1923,60,0,0,52803088,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13323,8,0,0,0,0,
1924,60,0,0,52799368,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1925,60,0,0,52786992,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1926,60,0,0,52780768,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1927,60,0,0,52785000,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1928,60,0,0,52772472,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1929,60,0,0,52771008,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1930,60,0,0,52771176,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1931,60,0,0,52779752,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1932,60,0,0,52779336,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1933,60,0,0,52780160,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,31,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1934,60,0,0,52779464,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1935,60,0,0,52778712,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1936,60,0,0,52778584,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1937,60,0,0,52772304,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1938,60,0,0,52772744,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1939,60,0,0,52773000,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1940,60,0,0,52772816,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1941,60,0,0,52772560,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1942,60,0,0,52760016,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1943,60,0,0,52760016,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1944,60,0,0,52759696,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1945,60,0,0,52758880,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1946,60,0,0,52759448,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1947,60,0,0,52760016,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1948,60,0,0,52759576,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1949,60,0,0,52753864,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1950,60,0,0,52753736,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,20,33,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1951,60,0,0,52753608,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1952,60,0,0,52755344,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,32,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1953,60,0,0,52758312,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1954,60,0,0,52751400,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,32,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1955,60,0,0,52750648,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1956,60,0,0,52751344,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1957,60,0,0,52751784,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1958,60,0,0,52760832,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,30,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1959,60,0,0,52778048,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13327,9,0,0,0,0,
1960,60,0,0,52777408,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13327,9,0,0,0,0,
1961,60,0,0,52775904,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1962,60,0,0,52776472,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1963,60,0,0,52787696,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1964,60,0,0,52786920,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1965,60,0,0,52794840,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1966,60,0,0,52796120,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1967,60,0,0,52796120,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1968,60,0,0,52796560,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1969,60,0,0,52795864,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1970,60,0,0,52795296,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1971,60,0,0,52796184,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1972,60,0,0,52795304,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1973,60,0,0,52795616,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1974,60,0,0,52795048,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13322,9,0,0,0,0,
1975,60,0,0,52796184,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1976,60,0,0,52803544,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1977,60,0,0,52805640,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1978,60,0,0,52811400,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1979,60,0,0,52811272,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1980,60,0,0,52810832,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1981,60,0,0,52811688,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1982,60,0,0,52819032,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,19,29,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1983,60,0,0,52799712,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1984,60,0,0,52794200,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1985,60,0,0,52794896,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1986,60,0,0,52795144,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1987,60,0,0,52788000,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1988,60,0,0,52782696,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1989,60,0,0,52773864,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1990,60,0,0,52765304,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13323,9,0,0,0,0,
1991,60,0,0,52767056,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13327,9,0,0,0,0,
1992,60,0,0,52761344,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13326,9,0,0,0,0,
1993,60,0,0,52760624,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13325,9,0,0,0,0,
1994,60,0,0,52760312,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13324,9,0,0,0,0,
1995,60,0,0,52771688,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13328,9,0,0,0,0,
1996,60,0,0,52771616,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13327,9,0,0,0,0,
1997,60,0,0,52771848,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13328,9,0,0,0,0,
1998,60,0,0,52759032,2753912,54092816,6464844,3600,1718,229,484,0,0,0,0,0,0,0,18,28,11253764,11253764,0,0,9,13324,9,0,0,0,0,
